1.600000e+00	-1.000000e+00	5.926984e-02	-1.426655e-01	5.726500e+00
1.618182e+00	-9.797980e-01	5.860000e-02	-1.422958e-01	5.662159e+00
1.636364e+00	-9.595960e-01	5.756855e-02	-1.424444e-01	5.599248e+00
1.654545e+00	-9.393939e-01	5.693594e-02	-1.408791e-01	5.537719e+00
1.672727e+00	-9.191919e-01	5.631709e-02	-1.393478e-01	5.477528e+00
1.690909e+00	-8.989899e-01	5.571154e-02	-1.378327e-01	5.418631e+00
1.709091e+00	-8.787879e-01	5.577803e-02	-1.352993e-01	5.360987e+00
1.727273e+00	-8.585859e-01	7.499136e-02	-1.251186e-01	5.304557e+00
1.745455e+00	-8.383838e-01	1.126490e-01	-1.469897e-01	5.249302e+00
1.763636e+00	-8.181818e-01	1.115326e-01	-1.454744e-01	5.195187e+00
1.781818e+00	-7.979798e-01	1.104391e-01	-1.439900e-01	5.142175e+00
1.800000e+00	-7.777778e-01	1.093676e-01	-1.425356e-01	5.090235e+00
1.818182e+00	-7.575758e-01	1.083176e-01	-1.411102e-01	5.039333e+00
1.836364e+00	-7.373737e-01	1.080697e-01	-1.368473e-01	4.989440e+00
1.854545e+00	-7.171717e-01	1.512595e-01	-1.315998e-01	4.940524e+00
1.872727e+00	-6.969697e-01	1.497910e-01	-1.398608e-01	4.892558e+00
1.890909e+00	-6.767677e-01	1.483507e-01	-1.385160e-01	4.845515e+00
1.909091e+00	-6.565657e-01	1.471690e-01	-1.397740e-01	4.799368e+00
1.927273e+00	-6.363636e-01	1.468903e-01	-1.440210e-01	4.754091e+00
1.945455e+00	-6.161616e-01	1.455175e-01	-1.426750e-01	4.709661e+00
1.963636e+00	-5.959596e-01	1.490931e-01	-1.234310e-01	4.666053e+00
1.981818e+00	-5.757576e-01	1.749010e-01	-9.737602e-02	4.623245e+00
2.000000e+00	-5.555556e-01	1.741483e-01	-9.840391e-02	4.581216e+00
2.018182e+00	-5.353535e-01	1.754966e-01	-1.042136e-01	4.539944e+00
2.036364e+00	-5.151515e-01	1.739296e-01	-1.032831e-01	4.499409e+00
2.054545e+00	-4.949495e-01	1.744563e-01	-9.917854e-02	4.459592e+00
2.072727e+00	-4.747475e-01	2.120095e-01	-6.738003e-02	4.420472e+00
2.090909e+00	-4.545455e-01	2.202583e-01	-7.004619e-02	4.382034e+00
2.109091e+00	-4.343434e-01	2.183596e-01	-6.944235e-02	4.344258e+00
2.127273e+00	-4.141414e-01	2.164932e-01	-6.802208e-02	4.307127e+00
2.145455e+00	-3.939394e-01	2.187382e-01	-3.670475e-02	4.270626e+00
2.163636e+00	-3.737374e-01	2.180383e-01	-1.871081e-02	4.234739e+00
2.181818e+00	-3.535354e-01	2.209305e-01	-1.052925e-02	4.199449e+00
2.200000e+00	-3.333333e-01	2.114914e-01	1.537501e-03	4.164743e+00
2.218182e+00	-3.131313e-01	2.095255e-01	1.632925e-02	4.130606e+00
2.236364e+00	-2.929293e-01	2.073796e-01	3.814837e-02	4.097023e+00
2.254545e+00	-2.727273e-01	2.051894e-01	3.588573e-02	4.063983e+00
2.272727e+00	-2.525253e-01	1.906664e-01	4.515751e-02	4.031471e+00
2.290909e+00	-2.323232e-01	1.839602e-01	5.784665e-02	3.999475e+00
2.309091e+00	-2.121212e-01	1.789854e-01	7.046323e-02	3.967983e+00
2.327273e+00	-1.919192e-01	1.788520e-01	7.338641e-02	3.936983e+00
2.345455e+00	-1.717172e-01	1.767415e-01	7.536020e-02	3.906464e+00
2.363636e+00	-1.515152e-01	1.749161e-01	7.151869e-02	3.876414e+00
2.381818e+00	-1.313131e-01	1.521651e-01	7.044239e-02	3.846823e+00
2.400000e+00	-1.111111e-01	1.473333e-01	7.896431e-02	3.817680e+00
2.418182e+00	-9.090909e-02	1.432417e-01	8.141312e-02	3.788976e+00
2.436364e+00	-7.070707e-02	1.401099e-01	8.332193e-02	3.760699e+00
2.454545e+00	-5.050505e-02	1.376540e-01	8.319439e-02	3.732842e+00
2.472727e+00	-3.030303e-02	1.356129e-01	8.299273e-02	3.705395e+00
2.490909e+00	-1.010101e-02	1.302681e-01	7.806218e-02	3.678348e+00
2.509091e+00	1.010101e-02	1.210166e-01	8.416781e-02	3.651693e+00
2.527273e+00	3.030303e-02	1.199555e-01	8.454931e-02	3.625422e+00
2.545455e+00	5.050505e-02	1.174994e-01	8.662997e-02	3.599526e+00
2.563636e+00	7.070707e-02	1.166660e-01	8.710223e-02	3.573997e+00
2.581818e+00	9.090909e-02	1.161986e-01	8.730887e-02	3.548828e+00
2.600000e+00	1.111111e-01	1.118260e-01	8.172865e-02	3.524011e+00
2.618182e+00	1.313131e-01	1.093850e-01	8.533037e-02	3.499538e+00
2.636364e+00	1.515152e-01	1.070450e-01	8.652066e-02	3.475403e+00
2.654545e+00	1.717172e-01	1.056035e-01	8.730750e-02	3.451599e+00
2.672727e+00	1.919192e-01	1.031779e-01	8.920400e-02	3.428118e+00
2.690909e+00	2.121212e-01	1.023987e-01	9.099323e-02	3.404955e+00
2.709091e+00	2.323232e-01	1.009249e-01	8.900599e-02	3.382103e+00
2.727273e+00	2.525253e-01	9.979675e-02	8.735939e-02	3.359555e+00
2.745455e+00	2.727273e-01	9.742065e-02	9.073894e-02	3.337306e+00
2.763636e+00	2.929293e-01	9.580285e-02	9.329009e-02	3.315350e+00
2.781818e+00	3.131313e-01	9.517668e-02	9.277464e-02	3.293681e+00
2.800000e+00	3.333333e-01	9.484080e-02	9.243542e-02	3.272293e+00
2.818182e+00	3.535354e-01	9.397348e-02	9.185324e-02	3.251182e+00
2.836364e+00	3.737374e-01	9.130407e-02	9.147909e-02	3.230340e+00
2.854545e+00	3.939394e-01	8.917786e-02	9.383961e-02	3.209765e+00
2.872727e+00	4.141414e-01	8.586744e-02	9.541647e-02	3.189450e+00
2.890909e+00	4.343434e-01	8.317492e-02	9.421570e-02	3.169390e+00
2.909091e+00	4.545455e-01	8.265507e-02	9.362685e-02	3.149581e+00
2.927273e+00	4.747475e-01	8.214168e-02	9.304531e-02	3.130018e+00
2.945455e+00	4.949495e-01	8.082494e-02	9.550225e-02	3.110697e+00
2.963636e+00	5.151515e-01	8.027288e-02	9.549406e-02	3.091613e+00
2.981818e+00	5.353535e-01	7.732731e-02	9.699196e-02	3.072761e+00
3.000000e+00	5.555556e-01	7.678225e-02	9.772911e-02	3.054138e+00
3.018182e+00	5.757576e-01	7.557393e-02	9.988537e-02	3.035740e+00
3.036364e+00	5.959596e-01	7.455062e-02	9.794757e-02	3.017561e+00
3.054545e+00	6.161616e-01	7.397337e-02	9.719860e-02	2.999599e+00
3.072727e+00	6.363636e-01	7.010663e-02	9.743102e-02	2.981850e+00
3.090909e+00	6.565657e-01	6.909514e-02	9.825651e-02	2.964309e+00
3.109091e+00	6.767677e-01	6.869107e-02	9.770418e-02	2.946974e+00
3.127273e+00	6.969697e-01	6.829170e-02	9.713612e-02	2.929840e+00
3.145455e+00	7.171717e-01	6.619377e-02	9.970153e-02	2.912905e+00
3.163636e+00	7.373737e-01	6.561455e-02	1.002042e-01	2.896164e+00
3.181818e+00	7.575758e-01	6.523961e-02	9.950227e-02	2.879614e+00
3.200000e+00	7.777778e-01	6.423312e-02	9.787963e-02	2.863252e+00
3.218182e+00	7.979798e-01	6.231223e-02	9.937718e-02	2.847075e+00
3.236364e+00	8.181818e-01	6.179280e-02	1.000687e-01	2.831080e+00
3.254545e+00	8.383838e-01	6.128206e-02	9.950964e-02	2.815264e+00
3.272727e+00	8.585859e-01	6.045957e-02	9.899947e-02	2.799624e+00
3.290909e+00	8.787879e-01	5.937363e-02	1.006741e-01	2.784156e+00
3.309091e+00	8.989899e-01	5.782986e-02	1.001401e-01	2.768858e+00
3.327273e+00	9.191919e-01	5.743896e-02	9.959291e-02	2.753728e+00
3.345455e+00	9.393939e-01	5.712678e-02	9.905164e-02	2.738761e+00
3.363636e+00	9.595960e-01	5.679831e-02	9.848572e-02	2.723957e+00
3.381818e+00	9.797980e-01	5.649145e-02	9.794728e-02	2.709312e+00
3.400000e+00	1.000000e+00	5.537688e-02	9.755427e-02	2.694824e+00
